SYSTEM,RELEASE,CLASS,WMC,DIT,NOC,CBO,RFC,CA,CE,LCOM,NPM,LCOM3,LOC,DAM,MOA,MFA,CAM,IC,CBM,AMC,REFACT,LCOM
lucene,3.1.0,org.apache.lucene.analysis.CharArrayMap$EntryIterator,11.0,1.0,0.0,4.0,14.0,1.0,3.0,0,8.0,0.3,142.0,0.75,1.0,0.0,0.3091,0.0,0.0,115455.0,0.0,0
lucene,3.1.0,org.apache.lucene.analysis.tokenattributes.CharTermAttribute,11.0,1.0,0.0,26.0,11.0,25.0,1.0,0,11.0,2.0,11.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0
lucene,3.1.0,org.apache.lucene.analysis.standard.ClassicAnalyzer$1,2.0,0.0,0.0,5.0,6.0,1.0,5.0,0,0.0,0.0,25.0,0.0,2.0,0.0,0.5833,0.0,0.0,10.5,0.0,0
lucene,3.1.0,org.apache.lucene.analysis.CharArrayMap$EntrySet,8.0,3.0,0.0,4.0,16.0,2.0,3.0,0,6.0,0.2857,86.0,0.5,1.0,0.76,0.375,2.0,10.0,9.5,0.0,0
lucene,3.1.0,org.apache.lucene.analysis.CharArrayMap$1,5.0,0.0,0.0,6.0,7.0,5.0,2.0,0,4.0,1.0,29.0,0.0,1.0,0.0,0.3333,0.0,0.0,4.6,0.0,0
lucene,3.1.0,org.apache.lucene.analysis.CharArrayMap$EmptyCharArrayMap,7.0,0.0,0.0,3.0,10.0,1.0,3.0,0,6.0,2.0,64.0,0.0,0.0,0.0,0.4286,0.0,0.0,81429.0,0.0,0
lucene,3.1.0,org.apache.lucene.analysis.tokenattributes.KeywordAttribute,2.0,1.0,0.0,4.0,2.0,3.0,1.0,0,2.0,2.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0
lucene,3.1.0,org.apache.lucene.analysis.LimitTokenCountFilter,3.0,0.0,0.0,3.0,6.0,1.0,2.0,0,3.0,0.25,40.0,1.0,0.0,0.0,0.5556,0.0,0.0,116667.0,0.0,0
lucene,3.1.0,org.apache.lucene.analysis.standard.ClassicTokenizer,12.0,0.0,0.0,15.0,31.0,4.0,11.0,0,10.0,0.8824,316.0,0.4118,5.0,0.0,0.3117,0.0,0.0,239167.0,0.0,0
lucene,3.1.0,org.apache.lucene.analysis.standard.ClassicFilter,3.0,0.0,0.0,7.0,10.0,1.0,6.0,0,2.0,0.5,116.0,1.0,2.0,0.0,0.75,0.0,0.0,363333.0,0.0,0
lucene,3.1.0,org.apache.lucene.analysis.standard.ClassicAnalyzer,9.0,0.0,0.0,13.0,20.0,1.0,13.0,0,6.0,0.6563,100.0,0.5,0.0,0.0,0.2813,0.0,0.0,96667.0,0.0,0
lucene,3.1.0,org.apache.lucene.analysis.CharArrayMap$UnmodifiableCharArrayMap,10.0,0.0,1.0,5.0,15.0,3.0,4.0,0,8.0,2.0,52.0,0.0,0.0,0.0,0.3167,0.0,0.0,4.2,0.0,0
lucene,3.1.0,org.apache.lucene.analysis.KeywordMarkerFilter,3.0,0.0,0.0,7.0,11.0,0.0,7.0,0,3.0,0.0,61.0,1.0,3.0,0.0,0.5833,0.0,0.0,183333.0,0.0,0
lucene,3.1.0,org.apache.lucene.analysis.standard.StandardTokenizerInterface,5.0,1.0,0.0,5.0,5.0,4.0,1.0,0,5.0,1.25,6.0,0.0,0.0,0.0,0.4667,0.0,0.0,0.0,0.0,0
lucene,3.1.0,org.apache.lucene.analysis.CharArrayMap$MapEntry,6.0,1.0,0.0,4.0,14.0,1.0,3.0,0,4.0,0.2,97.0,0.6667,1.0,0.0,0.3889,0.0,0.0,146667.0,0.0,0
lucene,3.1.0,org.apache.lucene.analysis.StopwordAnalyzerBase,4.0,0.0,3.0,7.0,11.0,3.0,4.0,26,1.0,0.5,49.0,1.0,2.0,0.0,0.375,0.0,0.0,10.75,0.0,26
lucene,3.1.0,org.apache.lucene.analysis.tokenattributes.CharTermAttributeImpl,36.0,0.0,1.0,6.0,63.0,1.0,5.0,26,33.0,0.5643,741.0,0.75,0.0,0.0,0.1636,0.0,0.0,194722.0,0.0,26
lucene,3.1.0,org.apache.lucene.analysis.LimitTokenCountAnalyzer,6.0,0.0,0.0,4.0,17.0,0.0,4.0,26,6.0,0.2,67.0,1.0,1.0,0.0,0.3889,0.0,0.0,98333.0,0.0,26
lucene,3.1.0,org.apache.lucene.analysis.Token$TokenAttributeFactory,4.0,0.0,0.0,3.0,10.0,1.0,3.0,26,4.0,0.0,49.0,1.0,1.0,0.0,0.4375,0.0,0.0,11.0,0.0,26
lucene,3.4.0,org.apache.lucene.analysis.standard.std31.UAX29URLEmailTokenizerImpl31,25.0,1.0,0.0,3.0,36.0,1.0,2.0,26,13.0,0.9685,780.0,0.7317,0.0,0.0,0.2143,0.0,0.0,28.56,0.0,26
lucene,3.4.0,org.apache.lucene.analysis.standard.UAX29URLEmailTokenizerImpl,25.0,1.0,0.0,3.0,36.0,1.0,2.0,26,13.0,0.9685,780.0,0.7317,0.0,0.0,0.2143,0.0,0.0,28.56,0.0,26
lucene,3.4.0,org.apache.lucene.analysis.standard.std31.StandardTokenizerImpl31,25.0,1.0,0.0,3.0,36.0,1.0,2.0,26,13.0,0.9647,772.0,0.7692,0.0,0.0,0.2143,0.0,0.0,28.32,0.0,26
lucene,3.6.0,org.apache.lucene.analysis.standard.UAX29URLEmailAnalyzer$1,2.0,0.0,0.0,5.0,6.0,1.0,5.0,26,0.0,0.0,25.0,0.0,2.0,0.0,0.5833,0.0,0.0,10.5,0.0,26
lucene,3.6.0,org.apache.lucene.analysis.TypeTokenFilter,3.0,0.0,0.0,4.0,7.0,0.0,4.0,26,2.0,0.0,43.0,1.0,1.0,0.0,0.75,0.0,0.0,123333.0,0.0,26
lucene,3.6.0,org.apache.lucene.analysis.standard.std34.UAX29URLEmailTokenizerImpl34,25.0,1.0,0.0,3.0,36.0,1.0,2.0,26,13.0,0.9685,781.0,0.7317,0.0,0.0,0.2143,0.0,0.0,28.6,0.0,26
lucene,3.6.0,org.apache.lucene.analysis.tokenattributes.PositionLengthAttribute,2.0,1.0,0.0,2.0,2.0,1.0,1.0,26,2.0,2.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,26
lucene,3.6.0,org.apache.lucene.analysis.tokenattributes.PositionLengthAttributeImpl,7.0,0.0,0.0,2.0,14.0,0.0,2.0,26,7.0,0.0,73.0,1.0,0.0,0.0,0.3571,0.0,0.0,92857.0,0.0,26
lucene,3.6.0,org.apache.lucene.analysis.standard.UAX29URLEmailAnalyzer,8.0,0.0,0.0,13.0,16.0,1.0,13.0,26,5.0,0.7143,86.0,0.3333,0.0,0.0,0.3061,0.0,0.0,9375.0,0.0,26
lucene,4.1.0,org.apache.lucene.analysis.TokenStreamToAutomaton$Position,3.0,1.0,0.0,5.0,4.0,2.0,3.0,26,1.0,1.0,18.0,0.0,2.0,0.0,0.6667,0.0,0.0,43333.0,0.0,26
lucene,4.1.0,org.apache.lucene.analysis.TokenStreamToAutomaton$1,0.0,1.0,0.0,3.0,0.0,3.0,0.0,26,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
lucene,4.1.0,org.apache.lucene.analysis.TokenStreamToAutomaton$Positions,4.0,0.0,0.0,5.0,5.0,1.0,4.0,21,0.0,2.0,18.0,0.0,0.0,0.0,0.625,0.0,0.0,3.5,0.0,21
lucene,4.1.0,org.apache.lucene.analysis.TokenStreamToAutomaton,5.0,1.0,0.0,14.0,26.0,0.0,14.0,21,2.0,10833.0,319.0,0.0,0.0,0.0,0.3333,0.0,0.0,62.2,0.0,21
lucene,4.10.0,org.apache.lucene.analysis.DelegatingAnalyzerWrapper$DelegatingReuseStrategy,3.0,0.0,0.0,4.0,8.0,1.0,4.0,21,2.0,0.25,55.0,0.5,2.0,0.0,0.6,0.0,0.0,166667.0,0.0,21
lucene,4.10.0,org.apache.lucene.analysis.DelegatingAnalyzerWrapper,3.0,0.0,0.0,4.0,8.0,1.0,4.0,21,0.0,2.0,25.0,0.0,0.0,0.0,0.5333,0.0,0.0,73333.0,0.0,21
lucene,4.4.0,org.apache.lucene.analysis.ReusableStringReader,5.0,2.0,0.0,2.0,10.0,2.0,0.0,21,3.0,0.0,97.0,1.0,0.0,0.7143,0.4,1.0,2.0,17.8,0.0,21
lucene,4.6.0,org.apache.lucene.analysis.Tokenizer$1,3.0,2.0,0.0,1.0,5.0,1.0,0.0,21,2.0,2.0,12.0,0.0,0.0,0.8333,0.5556,1.0,2.0,3.0,0.0,21
lucene,4.9.0,org.apache.lucene.analysis.tokenattributes.PackedTokenAttributeImpl,19.0,0.0,1.0,8.0,39.0,1.0,7.0,21,19.0,0.6333,332.0,1.0,0.0,0.0,0.2281,0.0,0.0,162105.0,0.0,21
lucene,5.0.0,org.apache.lucene.analysis.Analyzer$2,3.0,0.0,0.0,3.0,9.0,1.0,3.0,21,2.0,2.0,41.0,0.0,0.0,0.0,0.6667,0.0,0.0,126667.0,0.0,21
lucene,5.0.0,org.apache.lucene.analysis.Analyzer$1,3.0,0.0,0.0,3.0,6.0,1.0,3.0,21,2.0,2.0,16.0,0.0,0.0,0.0,0.6667,0.0,0.0,43333.0,0.0,21
lucene,5.1.0,org.apache.lucene.analysis.package-info,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
lucene,5.1.0,org.apache.lucene.analysis.tokenattributes.package-info,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
lucene,5.3.0,org.apache.lucene.analysis.tokenattributes.BytesTermAttributeImpl,8.0,0.0,0.0,5.0,11.0,0.0,5.0,21,8.0,0.1429,51.0,1.0,1.0,0.0,0.3438,0.0,0.0,5.25,0.0,21
lucene,5.3.0,org.apache.lucene.analysis.tokenattributes.BytesTermAttribute,1.0,1.0,0.0,4.0,1.0,2.0,2.0,21,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21
lucene,6.0.0,org.apache.lucene.analysis.LegacyNumericTokenStream$LegacyNumericTermAttribute,6.0,1.0,0.0,1.0,6.0,0.0,1.0,21,6.0,2.0,6.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,21
lucene,6.0.0,org.apache.lucene.analysis.LegacyNumericTokenStream$LegacyNumericTermAttributeImpl,17.0,0.0,0.0,7.0,31.0,0.0,7.0,21,16.0,0.5,285.0,0.8333,0.0,0.0,0.2292,0.0,0.0,154118.0,0.0,21
lucene,6.0.0,org.apache.lucene.analysis.LegacyNumericTokenStream$NumericAttributeFactory,2.0,0.0,0.0,2.0,6.0,0.0,2.0,21,1.0,0.0,23.0,1.0,0.0,0.0,0.6667,0.0,0.0,10.0,0.0,21
lucene,6.0.0,org.apache.lucene.analysis.LegacyNumericTokenStream,11.0,0.0,0.0,8.0,32.0,0.0,8.0,21,11.0,0.5429,220.0,0.7143,0.0,0.0,0.2727,0.0,0.0,183636.0,0.0,21
JMeter,1.6.1,org.apache.jmeter.config.gui.LoginConfigGui,10.0,5.0,0.0,6.0,29.0,2.0,4.0,21,7.0,0.6667,207.0,0.4286,2.0,0.9885,0.375,0.0,0.0,19.0,0.0,21
JMeter,1.6.1,org.apache.jmeter.control.NoEntryException,1.0,3.0,0.0,0.0,2.0,0.0,0.0,21,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,21
JMeter,1.6.1,org.apache.jmeter.config.ConfigElement,3.0,1.0,0.0,29.0,3.0,29.0,0.0,21,3.0,2.0,3.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,21
JMeter,1.6.1,org.apache.jmeter.control.DynamicController,12.0,0.0,0.0,7.0,29.0,0.0,7.0,21,9.0,0.9091,105.0,0.6667,1.0,0.0,0.25,0.0,0.0,7.5,0.0,21
JMeter,1.6.1,org.apache.jmeter.config.Argument,6.0,1.0,0.0,3.0,7.0,3.0,0.0,21,6.0,0.6,34.0,0.0,0.0,0.0,0.5556,0.0,0.0,43333.0,0.0,21
JMeter,1.6.1,org.apache.jmeter.config.LoginConfig,13.0,0.0,1.0,8.0,22.0,6.0,2.0,21,11.0,10208.0,87.0,0.25,0.0,0.0,0.4167,0.0,0.0,53846.0,0.0,21
JMeter,1.6.1,org.apache.jmeter.config.gui.AbstractConfigGui,6.0,5.0,0.0,4.0,19.0,0.0,4.0,21,3.0,0.5,98.0,0.0,1.0,0.9928,0.4444,0.0,0.0,15.0,0.0,21
JMeter,1.6.1,org.apache.jmeter.control.SamplerController,5.0,1.0,0.0,14.0,5.0,12.0,2.0,21,5.0,2.0,5.0,0.0,0.0,0.0,0.4667,0.0,0.0,0.0,0.0,21
JMeter,1.6.1,org.apache.jmeter.control.ResponseParser,2.0,1.0,0.0,3.0,2.0,2.0,1.0,21,2.0,2.0,2.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,21
JMeter,1.6.1,org.apache.jmeter.config.gui.GuiElement,5.0,2.0,0.0,2.0,8.0,1.0,1.0,21,5.0,0.75,37.0,0.6667,1.0,0.4286,0.4,0.0,0.0,5.8,0.0,21
JMeter,1.7,org.apache.jmeter.config.ResponseBasedModifier,1.0,1.0,0.0,4.0,1.0,2.0,2.0,21,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21
JMeter,1.7,org.apache.jmeter.config.Modifier,1.0,1.0,0.0,2.0,1.0,1.0,1.0,21,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21
JMeter,1.7,org.apache.jmeter.config.ExtensionsFileFilter,7.0,2.0,0.0,0.0,17.0,0.0,0.0,6,6.0,0.5833,79.0,1.0,0.0,0.25,0.5714,0.0,0.0,10.0,0.0,6
JMeter,1.7,org.apache.jmeter.assertions.AssertionResult,7.0,1.0,0.0,3.0,8.0,3.0,0.0,6,7.0,0.8333,34.0,1.0,0.0,0.0,0.4762,0.0,0.0,34286.0,0.0,6
JMeter,1.8,org.apache.jmeter.assertions.Assertion,1.0,1.0,0.0,7.0,1.0,5.0,2.0,6,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6
JMeter,1.8,org.apache.jmeter.control.gui.AbstractControllerGui,3.0,0.0,0.0,2.0,6.0,0.0,2.0,6,3.0,2.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,43333.0,0.0,6
JMeter,1.8,org.apache.jmeter.assertions.gui.AbstractAssertionGui,3.0,0.0,0.0,2.0,6.0,0.0,2.0,6,3.0,2.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,43333.0,0.0,6
JMeter,1.9.1,org.apache.jmeter.control.NextIsNullException,1.0,3.0,0.0,3.0,2.0,3.0,0.0,6,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,6
JMeter,1.9.1,org.apache.jmeter.config.gui.SimpleConfigGui,16.0,0.0,0.0,9.0,68.0,0.0,9.0,6,7.0,0.8074,420.0,0.7778,1.0,0.0,0.2533,0.0,0.0,246875.0,0.0,6
JMeter,1.9.1,org.apache.jmeter.control.ReplaceableController,2.0,1.0,0.0,3.0,2.0,1.0,2.0,6,2.0,2.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,6
JMeter,1.9.1,org.apache.jmeter.control.Controller,4.0,1.0,0.0,8.0,4.0,5.0,3.0,6,4.0,2.0,4.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,6
JMeter,1.9.1,org.apache.jmeter.control.gui.LogicControllerGui,5.0,0.0,0.0,4.0,15.0,0.0,4.0,6,4.0,2.0,41.0,0.0,0.0,0.0,0.6,0.0,0.0,7.2,0.0,6
JMeter,1.9.1,org.apache.jmeter.control.gui.WorkBenchGui,8.0,0.0,0.0,9.0,25.0,3.0,6.0,6,7.0,2.0,89.0,0.0,0.0,0.0,0.625,0.0,0.0,10125.0,0.0,6
JMeter,1.9.1,org.apache.jmeter.config.ConfigTestElement,2.0,0.0,2.0,10.0,4.0,8.0,2.0,6,2.0,2.0,14.0,0.0,0.0,0.0,0.75,0.0,0.0,5.0,0.0,6
JMeter,1.9.1,org.apache.jmeter.control.gui.LoopControlPanel,11.0,0.0,0.0,6.0,51.0,1.0,5.0,6,7.0,0.72,291.0,1.0,0.0,0.0,0.2576,0.0,0.0,25.0,0.0,6
JMeter,1.9.1,org.apache.jmeter.config.Arguments,17.0,0.0,0.0,15.0,47.0,8.0,7.0,6,17.0,10625.0,268.0,0.0,0.0,0.0,0.2941,0.0,0.0,147059.0,0.0,6
JMeter,1.9.1,org.apache.jmeter.config.gui.ArgumentsPanel$Test,2.0,0.0,0.0,9.0,13.0,0.0,9.0,6,2.0,2.0,46.0,0.0,0.0,0.0,0.75,0.0,0.0,22.0,0.0,6
JMeter,1.9.1,org.apache.jmeter.control.GenericController$Test,2.0,0.0,0.0,7.0,12.0,1.0,7.0,6,2.0,2.0,140.0,0.0,0.0,0.0,0.75,0.0,0.0,69.0,0.0,6
JMeter,2.0.0,org.apache.jmeter.control.LoopController,14.0,0.0,0.0,11.0,27.0,4.0,7.0,6,8.0,0.8974,130.0,1.0,0.0,0.0,0.3036,0.0,0.0,80714.0,0.0,6
JMeter,2.0.0,org.apache.jmeter.config.gui.ArgumentsPanel,26.0,0.0,0.0,11.0,88.0,3.0,8.0,6,9.0,0.84,572.0,0.8,0.0,0.0,0.24,0.0,0.0,206154.0,0.0,6
JMeter,2.0.0,org.apache.jmeter.control.GenericController,27.0,0.0,2.0,17.0,51.0,8.0,9.0,6,7.0,0.7692,307.0,1.0,0.0,0.0,0.2244,0.0,0.0,101111.0,0.0,6
JMeter,2.0.0,org.apache.jmeter.control.LoopController$Test,4.0,0.0,0.0,6.0,20.0,0.0,6.0,6,4.0,2.0,219.0,0.0,0.0,0.0,0.625,0.0,0.0,53.75,0.0,6
JMeter,2.0.0,org.apache.jmeter.control.IfController,9.0,0.0,0.0,11.0,30.0,2.0,9.0,6,6.0,0.8125,155.0,1.0,0.0,0.0,0.5625,0.0,0.0,16.0,0.0,6
JMeter,2.0.0,org.apache.jmeter.control.gui.IfControllerPanel,9.0,0.0,0.0,5.0,37.0,0.0,5.0,6,7.0,0.8438,185.0,1.0,0.0,0.0,0.3611,0.0,0.0,191111.0,0.0,6
JMeter,2.0.0,org.apache.jmeter.control.gui.TestPlanGui,11.0,0.0,0.0,13.0,61.0,2.0,11.0,6,7.0,0.68,294.0,0.8,1.0,0.0,0.3939,0.0,0.0,252727.0,0.0,6
JMeter,2.0.0,org.apache.jmeter.control.IfController$Test,2.0,0.0,0.0,6.0,15.0,0.0,6.0,6,2.0,2.0,58.0,0.0,0.0,0.0,0.75,0.0,0.0,28.0,0.0,6
JMeter,2.0.2,org.apache.jmeter.control.gui.RunTimeGui,11.0,0.0,0.0,4.0,42.0,0.0,4.0,6,7.0,0.7,221.0,1.0,0.0,0.0,0.2576,0.0,0.0,188182.0,0.0,6
JMeter,2.0.2,org.apache.jmeter.control.gui.WhileControllerGui,8.0,0.0,0.0,5.0,36.0,0.0,5.0,6,6.0,0.8571,159.0,1.0,0.0,0.0,0.4583,0.0,0.0,18.5,0.0,6
JMeter,2.0.3,org.apache.jmeter.control.WhileController,11.0,0.0,0.0,13.0,33.0,2.0,11.0,6,5.0,0.675,172.0,1.0,0.0,0.0,0.3667,0.0,0.0,142727.0,0.0,6
JMeter,2.0.3,org.apache.jmeter.control.RunTime,13.0,0.0,0.0,7.0,26.0,1.0,6.0,6,7.0,0.7778,131.0,1.0,0.0,0.0,0.3846,0.0,0.0,88462.0,0.0,6
JMeter,2.1,org.apache.jmeter.control.RunTime$Test,2.0,0.0,0.0,8.0,20.0,0.0,8.0,6,2.0,2.0,139.0,0.0,0.0,0.0,0.75,0.0,0.0,68.5,0.0,6
JMeter,2.3.3,org.apache.jmeter.assertions.gui.AssertionScopePanel,9.0,5.0,0.0,3.0,23.0,1.0,2.0,283,8.0,0.5833,130.0,1.0,0.0,0.9885,1.0,0.0,0.0,131111.0,0.0,283
JMeter,2.3,org.apache.jmeter.control.gui.TransactionControllerGui,6.0,0.0,0.0,5.0,22.0,0.0,5.0,283,5.0,0.4,73.0,1.0,0.0,0.0,0.6667,0.0,0.0,11.0,0.0,283
JMeter,2.3,org.apache.jmeter.config.gui.ObsoleteGui,7.0,0.0,0.0,4.0,16.0,0.0,4.0,283,6.0,0.8333,48.0,1.0,0.0,0.0,0.5714,0.0,0.0,57143.0,0.0,283
JMeter,2.3,org.apache.jmeter.control.TransactionSampler,10.0,0.0,0.0,7.0,24.0,3.0,5.0,283,8.0,0.7407,132.0,1.0,3.0,0.0,0.25,0.0,0.0,11.6,0.0,283
JMeter,2.3,org.apache.jmeter.control.TransactionController,12.0,0.0,0.0,18.0,54.0,3.0,16.0,283,9.0,0.8571,290.0,1.0,3.0,0.0,0.3636,0.0,0.0,225833.0,0.0,283
JMeter,2.4,org.apache.jmeter.assertions.CompareAssertionResult$ResultHolder,5.0,1.0,0.0,1.0,9.0,1.0,0.0,488,3.0,0.75,58.0,1.0,0.0,0.0,0.4667,0.0,0.0,10.2,0.0,488
JMeter,2.4,org.apache.jmeter.assertions.CompareAssertionResult,6.0,0.0,0.0,2.0,13.0,0.0,2.0,549,6.0,0.6,43.0,1.0,1.0,0.0,0.75,0.0,0.0,58333.0,0.0,549
JMeter,2.5,org.apache.jmeter.control.gui.TestFragmentControllerGui,7.0,0.0,0.0,3.0,18.0,0.0,3.0,719,6.0,11667.0,57.0,1.0,0.0,0.0,0.6429,0.0,0.0,7.0,0.0,719
JMeter,2.5,org.apache.jmeter.control.TestFragmentController,1.0,0.0,0.0,2.0,2.0,1.0,1.0,719,1.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,719
JMeter,2.7,org.apache.jmeter.config.gui.RowDetailDialog$2,2.0,1.0,0.0,1.0,4.0,1.0,1.0,719,1.0,0.0,14.0,0.0,1.0,0.0,0.6667,0.0,0.0,5.5,0.0,719
JMeter,2.7,org.apache.jmeter.config.gui.RowDetailDialog$1,2.0,1.0,0.0,1.0,5.0,1.0,1.0,705,1.0,0.0,18.0,0.0,1.0,0.0,0.6667,0.0,0.0,7.5,0.0,705
JMeter,2.8,org.apache.jmeter.config.gui.RowDetailDialog,7.0,6.0,0.0,9.0,53.0,3.0,8.0,705,3.0,0.7879,401.0,1.0,0.0,0.9931,0.4286,2.0,3.0,547143.0,0.0,705
ant,1.1,org.apache.tools.ant.BuildException,10.0,4.0,0.0,54.0,19.0,53.0,1.0,689,10.0,0.3889,86.0,1.0,1.0,0.84,0.5,1.0,1.0,7.4,0.0,689
ant,1.1,org.apache.tools.ant.BuildEvent,11.0,2.0,0.0,6.0,15.0,4.0,3.0,689,11.0,0.75,97.0,1.0,3.0,0.2,0.2208,0.0,0.0,72727.0,0.0,689
ant,1.1,org.apache.tools.ant.BuildListener,7.0,1.0,0.0,6.0,7.0,5.0,1.0,689,7.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,689
ant,1.1,org.apache.tools.ant.DesirableFilter,2.0,1.0,0.0,0.0,6.0,0.0,0.0,689,2.0,2.0,45.0,0.0,0.0,0.0,0.6667,0.0,0.0,21.5,0.0,689
ant,1.2,org.apache.tools.ant.DirectoryScanner,23.0,1.0,0.0,25.0,52.0,23.0,2.0,689,14.0,0.8017,1403.0,1.0,0.0,0.0,0.2909,0.0,0.0,595217.0,0.0,689
ant,1.2,org.apache.tools.ant.FileScanner,13.0,1.0,0.0,5.0,13.0,5.0,0.0,689,13.0,2.0,13.0,0.0,0.0,0.0,0.3269,0.0,0.0,0.0,0.0,689
ant,1.2,org.apache.tools.ant.BuildLogger,4.0,1.0,0.0,3.0,4.0,2.0,1.0,689,4.0,2.0,4.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,689
ant,1.3,org.apache.tools.ant.Constants,0.0,1.0,0.0,0.0,0.0,0.0,0.0,689,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689
ant,1.4,org.apache.tools.ant.AntClassLoader$ResourceEnumeration,4.0,1.0,0.0,2.0,8.0,1.0,2.0,8,2.0,0.25,75.0,1.0,1.0,0.0,0.5,0.0,0.0,16.75,0.0,8
ant,1.4,org.apache.tools.ant.AntClassLoader,39.0,2.0,0.0,15.0,103.0,10.0,6.0,8,24.0,0.8864,1377.0,0.6364,1.0,0.66,0.1842,1.0,5.0,337436.0,0.0,8
ant,1.4,org.apache.tools.ant.DemuxOutputStream,7.0,2.0,0.0,2.0,18.0,1.0,1.0,8,4.0,0.6333,118.0,1.0,1.0,0.4545,0.3571,1.0,1.0,151429.0,0.0,8
ant,1.4,org.apache.tools.ant.ExitException,2.0,5.0,0.0,1.0,7.0,1.0,0.0,8,2.0,0.0,20.0,1.0,0.0,0.9545,0.75,0.0,0.0,8.5,0.0,8
ant,1.4,org.apache.tools.ant.DefaultLogger,14.0,1.0,1.0,9.0,34.0,4.0,5.0,8,12.0,0.8242,279.0,1.0,0.0,0.0,0.3077,0.0,0.0,184286.0,0.0,8
ant,1.5,org.apache.tools.ant.Diagnostics$1,2.0,1.0,0.0,1.0,4.0,1.0,0.0,8,1.0,2.0,9.0,0.0,0.0,0.0,0.6667,0.0,0.0,3.5,0.0,8
ant,1.5,org.apache.tools.ant.filters.ExpandProperties,4.0,4.0,0.0,4.0,13.0,1.0,3.0,16,4.0,0.0,87.0,1.0,0.0,0.9286,0.75,2.0,4.0,20.5,0.0,16
ant,1.5,org.apache.tools.ant.DemuxOutputStream$1,0.0,1.0,0.0,2.0,0.0,2.0,0.0,16,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
ant,1.5,org.apache.tools.ant.filters.ChainableReader,1.0,1.0,0.0,13.0,1.0,13.0,0.0,16,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16
ant,1.5,org.apache.tools.ant.filters.ClassConstants,5.0,4.0,0.0,3.0,20.0,1.0,2.0,16,4.0,0.8333,168.0,0.6667,0.0,0.8966,0.4667,2.0,4.0,32.0,0.0,16
ant,1.5,org.apache.tools.ant.DemuxOutputStream$BufferInfo,6.0,1.0,0.0,2.0,7.0,1.0,1.0,16,0.0,0.6,33.0,1.0,0.0,0.0,0.3,0.0,0.0,41667.0,0.0,16
ant,1.5,org.apache.tools.ant.Diagnostics,12.0,1.0,0.0,3.0,47.0,1.0,3.0,16,5.0,0.8182,466.0,0.0,0.0,0.0,0.15,0.0,0.0,375833.0,0.0,16
ant,1.5,org.apache.tools.ant.filters.BaseFilterReader,10.0,3.0,4.0,16.0,21.0,14.0,2.0,0,5.0,0.6667,149.0,1.0,1.0,0.6923,0.2286,2.0,3.0,13.7,0.0,0
ant,1.5,org.apache.tools.ant.DynamicConfigurator,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
ant,1.5,org.apache.tools.ant.filters.BaseParamFilterReader,4.0,4.0,9.0,12.0,7.0,9.0,3.0,0,3.0,0.6667,22.0,1.0,1.0,0.9286,0.5,0.0,0.0,4.25,0.0,0
ant,1.6.0,org.apache.tools.ant.filters.ConcatFilter,9.0,5.0,0.0,5.0,28.0,0.0,5.0,4,8.0,0.5,217.0,1.0,0.0,0.8,0.4815,2.0,5.0,226667.0,0.0,4
